"10:20:45.122 -> Soil: 83.0% | Temp: 31.3°C | Hum: 74.5%"
"13:02:49.887 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.6%"
"13:02:54.892 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.7%"
"13:02:59.892 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.4%"
"13:03:04.892 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.6%"
"13:03:09.893 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.5%"
"13:03:14.886 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.4%"
"13:03:19.885 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.2%"
"13:03:24.920 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.3%"
"13:03:29.913 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.5%"
"13:03:34.910 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.6%"
"13:03:39.900 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.6%"
"13:03:44.897 -> Soil: 81.0% | Temp: 32.9°C | Hum: 71.0%"
"13:03:49.898 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.9%"
"13:03:54.898 -> Soil: 82.0% | Temp: 32.9°C | Hum: 71.0%"
"13:03:59.910 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.7%"
"13:04:04.908 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.4%"
"13:04:09.908 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.3%"
"13:04:14.912 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.1%"
"13:04:19.911 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.4%"
"13:04:24.903 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.6%"
"13:04:29.943 -> Soil: 82.0% | Temp: 25.0°C | Hum: 60.0%"
"13:04:34.891 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.2%"
"13:04:39.884 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.2%"
"13:04:44.889 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.0%"
"13:04:49.915 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.0%"
"13:04:54.912 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.1%"
"13:04:59.905 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.8%"
"13:05:04.904 -> Soil: 82.0% | Temp: 32.9°C | Hum: 69.8%"
"13:05:09.902 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.9%"
"13:05:14.894 -> Soil: 81.0% | Temp: 32.9°C | Hum: 69.9%"
"13:05:19.898 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.0%"
"13:05:24.889 -> Soil: 82.0% | Temp: 32.9°C | Hum: 69.7%"
"13:05:29.886 -> Soil: 81.0% | Temp: 32.9°C | Hum: 69.8%"
"13:05:34.879 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.7%"
"13:05:39.875 -> Soil: 81.0% | Temp: 32.8°C | Hum: 69.4%"
"13:05:44.873 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.7%"
"13:05:49.918 -> Soil: 82.0% | Temp: 32.9°C | Hum: 69.9%"
"13:05:54.874 -> Soil: 81.0% | Temp: 32.8°C | Hum: 69.7%"
"13:05:59.916 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.8%"
"13:06:04.910 -> Soil: 81.0% | Temp: 32.8°C | Hum: 69.8%"
"13:06:09.901 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.1%"
"13:06:14.894 -> Soil: 81.0% | Temp: 32.9°C | Hum: 69.8%"
"13:06:19.884 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.0%"
"13:06:22.666 -> [10364692] Heartbeat timeout"
"13:06:22.666 -> [10364694] Connecting to blynk.cloud:80"
"13:06:22.948 -> [10364964] Ready (ping: 159ms)."
"13:06:24.883 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.0%"
"13:06:29.876 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.8%"
"13:06:34.905 -> Soil: 81.0% | Temp: 32.9°C | Hum: 69.9%"
"13:06:39.905 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.0%"
"13:06:44.905 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.1%"
"13:06:49.904 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.0%"
"13:06:54.903 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.1%"
"13:06:59.897 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.4%"
"13:07:04.897 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.1%"
"13:07:09.892 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.5%"
"13:07:14.888 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.4%"
"13:07:19.895 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.9%"
"13:07:24.889 -> Soil: 82.0% | Temp: 32.9°C | Hum: 69.9%"
"13:07:29.884 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.0%"
"13:07:34.884 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.2%"
"13:07:39.869 -> Soil: 82.0% | Temp: 32.8°C | Hum: 69.6%"
"13:07:44.869 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.2%"
"13:07:49.914 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.3%"
"13:07:54.914 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.5%"
"13:07:59.908 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.6%"
"13:08:04.904 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.5%"
"13:08:09.900 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.5%"
"13:08:14.900 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.8%"
"13:08:19.902 -> Soil: 81.0% | Temp: 32.8°C | Hum: 70.5%"
"13:08:24.898 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.8%"
"13:08:29.897 -> Soil: 85.0% | Temp: 32.8°C | Hum: 70.6%"
"13:08:34.899 -> Soil: 88.0% | Temp: 32.8°C | Hum: 70.7%"
"13:08:39.897 -> Soil: 90.0% | Temp: 32.8°C | Hum: 70.5%"
"13:08:44.893 -> Soil: 92.0% | Temp: 32.8°C | Hum: 70.4%"
"13:08:49.891 -> Soil: 93.0% | Temp: 32.8°C | Hum: 70.7%"
"13:08:54.900 -> Soil: 93.0% | Temp: 32.8°C | Hum: 70.6%"
"13:08:59.902 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.1%"
"13:09:04.900 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.1%"
"13:09:09.893 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.2%"
"13:09:14.898 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.1%"
"13:09:19.890 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:09:24.888 -> Soil: 94.0% | Temp: 32.8°C | Hum: 70.7%"
"13:09:29.881 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:09:34.868 -> Soil: 96.0% | Temp: 32.8°C | Hum: 70.9%"
"13:09:39.910 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.2%"
"13:09:44.905 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.6%"
"13:09:49.908 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.2%"
"13:09:54.905 -> Soil: 96.0% | Temp: 32.8°C | Hum: 71.1%"
"13:09:59.906 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.5%"
"13:10:04.897 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:10:09.884 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.2%"
"13:10:14.869 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:10:19.904 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:10:24.899 -> Soil: 96.0% | Temp: 32.8°C | Hum: 71.0%"
"13:10:29.901 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.4%"
"13:10:34.898 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.6%"
"13:10:39.897 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.1%"
"13:10:44.900 -> Soil: 95.0% | Temp: 32.8°C | Hum: 70.7%"
"13:10:49.901 -> Soil: 95.0% | Temp: 32.8°C | Hum: 70.9%"
"13:10:54.899 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:10:59.899 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.1%"
"13:11:04.896 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:11:09.886 -> Soil: 94.0% | Temp: 32.8°C | Hum: 70.8%"
"13:11:14.881 -> Soil: 95.0% | Temp: 32.8°C | Hum: 70.9%"
"13:11:19.869 -> Soil: 95.0% | Temp: 32.8°C | Hum: 70.9%"
"13:11:24.867 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.3%"
"13:11:29.907 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.1%"
"13:11:34.906 -> Soil: 95.0% | Temp: 32.8°C | Hum: 70.8%"
"13:11:39.905 -> Soil: 95.0% | Temp: 32.8°C | Hum: 70.8%"
"13:11:44.902 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.9%"
"13:11:49.895 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.5%"
"13:11:54.895 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.7%"
"13:11:59.892 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.6%"
"13:12:04.889 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.8%"
"13:12:09.886 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.2%"
"13:12:14.886 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.1%"
"13:12:19.884 -> Soil: 94.0% | Temp: 32.8°C | Hum: 70.9%"
"13:12:24.877 -> Soil: 94.0% | Temp: 32.8°C | Hum: 70.9%"
"13:12:29.871 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.1%"
"13:12:34.867 -> Soil: 94.0% | Temp: 32.8°C | Hum: 70.7%"
"13:12:39.870 -> Soil: 95.0% | Temp: 32.8°C | Hum: 71.0%"
"13:12:44.876 -> Soil: 93.0% | Temp: 32.8°C | Hum: 70.9%"
"13:12:49.873 -> Soil: 94.0% | Temp: 32.7°C | Hum: 70.4%"
"13:12:54.872 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.0%"
"13:12:59.869 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.2%"
"13:13:04.868 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.2%"
"13:13:09.862 -> Soil: 94.0% | Temp: 32.8°C | Hum: 70.6%"
"13:13:14.861 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:13:19.900 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.7%"
"13:13:24.897 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.6%"
"13:13:29.889 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:13:34.883 -> Soil: 94.0% | Temp: 32.8°C | Hum: 72.2%"
"13:13:39.884 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.6%"
"13:13:44.879 -> Soil: 93.0% | Temp: 32.8°C | Hum: 70.9%"
"13:13:49.862 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.2%"
"13:13:54.903 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.8%"
"13:13:59.868 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:14:04.863 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.1%"
"13:14:09.902 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.1%"
"13:14:14.897 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.1%"
"13:14:19.889 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:14:24.883 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.6%"
"13:14:29.874 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.5%"
"13:14:34.871 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:14:39.868 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:14:44.900 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.2%"
"13:14:49.891 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.3%"
"13:14:54.885 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.3%"
"13:14:59.883 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:15:04.880 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.2%"
"13:15:09.872 -> Soil: 93.0% | Temp: 32.7°C | Hum: 70.7%"
"13:15:14.898 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:15:19.861 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.1%"
"13:15:24.887 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:15:29.893 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.3%"
"13:15:34.882 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:15:39.884 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.5%"
"13:15:44.882 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.7%"
"13:15:49.872 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.5%"
"13:15:54.865 -> Soil: 93.0% | Temp: 32.9°C | Hum: 71.6%"
"13:15:59.861 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.5%"
"13:16:04.859 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:16:09.903 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.4%"
"13:16:14.894 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.3%"
"13:16:19.887 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.2%"
"13:16:24.879 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.1%"
"13:16:29.869 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.3%"
"13:16:34.865 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.7%"
"13:16:39.862 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.3%"
"13:16:44.957 -> Soil: 94.0% | Temp: 25.0°C | Hum: 60.0%"
"13:16:49.860 -> Soil: 93.0% | Temp: 32.9°C | Hum: 71.5%"
"13:16:54.901 -> Soil: 94.0% | Temp: 32.9°C | Hum: 72.6%"
"13:16:59.895 -> Soil: 93.0% | Temp: 32.8°C | Hum: 72.6%"
"13:17:04.896 -> Soil: 94.0% | Temp: 32.9°C | Hum: 71.9%"
"13:17:09.890 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.3%"
"13:17:14.896 -> Soil: 93.0% | Temp: 32.9°C | Hum: 71.4%"
"13:17:19.895 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.1%"
"13:17:24.894 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.7%"
"13:17:29.886 -> Soil: 93.0% | Temp: 32.9°C | Hum: 71.6%"
"13:17:34.883 -> Soil: 94.0% | Temp: 32.8°C | Hum: 72.4%"
"13:17:39.881 -> Soil: 94.0% | Temp: 32.9°C | Hum: 72.3%"
"13:17:44.878 -> Soil: 93.0% | Temp: 32.9°C | Hum: 72.6%"
"13:17:49.877 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.9%"
"13:17:54.868 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.7%"
"13:17:59.867 -> Soil: 94.0% | Temp: 32.9°C | Hum: 71.8%"
"13:18:04.864 -> Soil: 94.0% | Temp: 32.9°C | Hum: 72.1%"
"13:18:09.867 -> Soil: 94.0% | Temp: 32.9°C | Hum: 72.4%"
"13:18:14.863 -> Soil: 94.0% | Temp: 32.9°C | Hum: 71.9%"
"13:18:19.854 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.8%"
"13:18:24.857 -> Soil: 93.0% | Temp: 32.9°C | Hum: 71.6%"
"13:18:29.854 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.7%"
"13:18:34.875 -> Soil: 93.0% | Temp: 32.9°C | Hum: 71.9%"
"13:18:39.872 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.7%"
"13:18:44.870 -> Soil: 94.0% | Temp: 32.8°C | Hum: 71.6%"
"13:18:49.869 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.9%"
"13:18:54.869 -> Soil: 93.0% | Temp: 32.8°C | Hum: 72.2%"
"13:18:59.871 -> Soil: 93.0% | Temp: 32.9°C | Hum: 72.4%"
"13:19:04.873 -> Soil: 93.0% | Temp: 32.8°C | Hum: 72.4%"
"13:19:09.874 -> Soil: 93.0% | Temp: 32.8°C | Hum: 72.1%"
"13:19:14.868 -> Soil: 93.0% | Temp: 32.9°C | Hum: 72.1%"
"13:19:19.862 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.9%"
"13:19:24.861 -> Soil: 93.0% | Temp: 32.9°C | Hum: 72.2%"
"13:19:29.860 -> Soil: 93.0% | Temp: 32.9°C | Hum: 72.8%"
"13:19:34.859 -> Soil: 93.0% | Temp: 32.9°C | Hum: 72.8%"
"13:19:39.856 -> Soil: 93.0% | Temp: 32.8°C | Hum: 72.2%"
"13:19:44.898 -> Soil: 93.0% | Temp: 32.8°C | Hum: 72.3%"
"13:19:49.895 -> Soil: 93.0% | Temp: 32.8°C | Hum: 72.2%"
"13:19:54.851 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.7%"
"13:19:59.862 -> Soil: 93.0% | Temp: 32.8°C | Hum: 71.8%"
"13:20:04.858 -> Soil: 93.0% | Temp: 32.9°C | Hum: 71.9%"
"13:20:09.858 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.9%"
"13:20:14.953 -> Soil: 92.0% | Temp: 25.0°C | Hum: 60.0%"
"13:20:19.860 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.9%"
"13:20:24.860 -> Soil: 92.0% | Temp: 32.9°C | Hum: 72.2%"
"13:20:29.856 -> Soil: 92.0% | Temp: 32.9°C | Hum: 72.1%"
"13:20:34.894 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.9%"
"13:20:39.891 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.7%"
"13:20:44.894 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.6%"
"13:20:49.893 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.3%"
"13:20:54.854 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.0%"
"13:20:59.892 -> Soil: 92.0% | Temp: 32.9°C | Hum: 70.9%"
"13:21:04.884 -> Soil: 92.0% | Temp: 32.9°C | Hum: 70.9%"
"13:21:09.888 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.7%"
"13:21:14.875 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.4%"
"13:21:19.869 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.3%"
"13:21:24.895 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.3%"
"13:21:29.893 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.2%"
"13:21:34.889 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.3%"
"13:21:39.885 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.3%"
"13:21:44.876 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.0%"
"13:21:49.870 -> Soil: 91.0% | Temp: 32.9°C | Hum: 70.8%"
"13:21:54.862 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.0%"
"13:21:59.854 -> Soil: 92.0% | Temp: 32.8°C | Hum: 70.7%"
"13:22:04.891 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.3%"
"13:22:09.888 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.0%"
"13:22:14.885 -> Soil: 92.0% | Temp: 32.8°C | Hum: 71.2%"
"13:22:19.875 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.3%"
"13:22:24.864 -> Soil: 91.0% | Temp: 32.9°C | Hum: 70.7%"
"13:22:29.853 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.2%"
"13:22:34.853 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.1%"
"13:22:39.888 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.2%"
"13:22:44.890 -> Soil: 91.0% | Temp: 32.8°C | Hum: 70.7%"
"13:22:49.889 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.9%"
"13:22:54.889 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.4%"
"13:22:59.888 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.0%"
"13:23:04.884 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.4%"
"13:23:09.884 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.2%"
"13:23:14.875 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.1%"
"13:23:19.878 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.6%"
"13:23:24.870 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:23:29.859 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:23:34.858 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.5%"
"13:23:39.854 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.5%"
"13:23:44.847 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.5%"
"13:23:49.885 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:23:54.881 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.2%"
"13:23:59.845 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.5%"
"13:24:04.890 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.5%"
"13:24:09.883 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.0%"
"13:24:14.873 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.5%"
"13:24:19.867 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.3%"
"13:24:24.855 -> Soil: 91.0% | Temp: 32.8°C | Hum: 70.6%"
"13:24:29.849 -> Soil: 90.0% | Temp: 32.8°C | Hum: 70.4%"
"13:24:34.890 -> Soil: 91.0% | Temp: 32.8°C | Hum: 70.9%"
"13:24:39.884 -> Soil: 92.0% | Temp: 32.9°C | Hum: 71.2%"
"13:24:44.886 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.2%"
"13:24:49.883 -> Soil: 91.0% | Temp: 32.8°C | Hum: 70.7%"
"13:24:54.870 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.5%"
"13:24:59.867 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.5%"
"13:25:04.869 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.9%"
"13:25:09.869 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:25:14.855 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:25:19.851 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.3%"
"13:25:24.845 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.8%"
"13:25:29.879 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:25:34.866 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.3%"
"13:25:39.857 -> Soil: 92.0% | Temp: 32.9°C | Hum: 72.1%"
"13:25:44.848 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:25:49.844 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.9%"
"13:25:54.848 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.6%"
"13:25:59.887 -> Soil: 91.0% | Temp: 32.8°C | Hum: 71.7%"
"13:26:04.879 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.1%"
"13:26:09.871 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.1%"
"13:26:14.864 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.2%"
"13:26:19.861 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:26:24.858 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:26:29.861 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.2%"
"13:26:34.866 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.1%"
"13:26:39.853 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.5%"
"13:26:44.853 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.3%"
"13:26:49.851 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.0%"
"13:26:54.850 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.4%"
"13:26:59.846 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.6%"
"13:27:04.849 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.5%"
"13:27:09.846 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.8%"
"13:27:14.844 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.6%"
"13:27:19.884 -> Soil: 92.0% | Temp: 32.9°C | Hum: 72.0%"
"13:27:24.884 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.2%"
"13:27:29.886 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.4%"
"13:27:34.884 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.0%"
"13:27:39.882 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.0%"
"13:27:44.870 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.9%"
"13:27:49.860 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.9%"
"13:27:54.852 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.3%"
"13:27:59.849 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.1%"
"13:28:04.848 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.0%"
"13:28:09.885 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.4%"
"13:28:14.883 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.7%"
"13:28:19.883 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.6%"
"13:28:24.876 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.2%"
"13:28:29.877 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.3%"
"13:28:34.869 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.2%"
"13:28:39.869 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.3%"
"13:28:44.860 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.4%"
"13:28:49.856 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.1%"
"13:28:54.855 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.9%"
"13:28:59.840 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.5%"
"13:29:04.839 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.4%"
"13:29:09.885 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.9%"
"13:29:14.873 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.6%"
"13:29:19.869 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.4%"
"13:29:24.858 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.6%"
"13:29:29.853 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.8%"
"13:29:34.854 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.7%"
